clip_name,code_switched,original_transcription,new_transcription,timestamp,processed,annotator
HH20220224[01_091-01_110].wav,,íŋgánɔ́nà lə̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220224[01_117-01_137].wav,,íŋgánɔ́nà lə̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220224[01_142-01_163].wav,,íŋgánɔ́nà lə̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220224[01_173-01_193].wav,,íŋgánɔ́nà úðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220224[01_197-01_217].wav,,íŋgánɔ́nà úðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220224[01_223-01_243].wav,,íŋgánɔ́nà úðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220227-1[02_321-02_371].wav,,jùp̀ jàó nàrè,,,,Aaron
HH20220227-1[02_428-02_448].wav,,jùp̀ jàó nàrè,,,,Aaron
HH20220227-1[03_029-03_041].wav,,jàó nàrè ɛ̀lɔ̀,,,,Aaron
HH20220227-1[03_048-03_058].wav,,jàó nàrè ɛ̀lɔ̀,,,,Aaron
HH20220227-1[03_088-03_108].wav,,jùp̀ jàó nàré ɛ̀lɔ̀,,,,Aaron
HH20220227-1[03_289-03_306].wav,,àré jìɽà,,,,Aaron
HH20220227-1[03_320-03_333].wav,,àré jìɽà,,,,Aaron
HH20220227-1[03_376-03_398].wav,,àré jìɽà,,,,Aaron
HH20220227-1[05_519-06_004].wav,,ìrí kɛ́ðùpì kɛ́r nɔ́kɛ̌n àn ðúɽùbǔ nɛ̀ lùpìɽíl váɽàn,,,,Aaron
HH20220227-1[06_047-06_074].wav,,ìrí kɛ́ðùpí kɛ́r nɔ̀kɛ́n,,,,Aaron
HH20220227-1[06_085-06_142].wav,,ìrí kɛ́ðùpì kɛ́r nɔ́kèn àn ðúɽùbǔ nɛ̀ lùpìɽíl váɽàn,,,,Aaron
HH20220227-1[06_492-06_512].wav,,ìrí kɛ́ðùpì kɛ́r nɔ́kèn,,,,Aaron
HH20220227-1[07_108-07_114].wav,,ðùɽùbú,,,,Aaron
HH20220227-1[07_179-07_192].wav,,lùpìɽíl váɽán,,,,Aaron
HH20220227-1[07_356-07_360].wav,,lùpìɽíl,,,,Aaron
HH20220227-1[07_440-07_462].wav,,ìrí kɛ́ðùpì kɛ́r nɔ́kɛ̌n,,,,Aaron
HH20220227-1[07_462-07_468].wav,,kɛ́r nɔ́kɛ̀n,,,,Aaron
HH20220227-1[08_147-08_172].wav,,ìrí kɛ́r nɔ́kɛ́n,,,,Aaron
HH20220227-1[08_592-08_599].wav,,ðùɽùbú,,,,Aaron
HH20220227-1[09_551-09_564].wav,,lìɾcɔ̀cɔ̀ tásǎ,,,,Aaron
HH20220227-1[10_056-10_062].wav,,lìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[10_116-10_124].wav,,lìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[10_125-10_129].wav,,lìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[10_160-10_165].wav,,tásá,,,,Aaron
HH20220227-1[10_193-10_205].wav,,lɔ̌t̪ɔ́ɽǎ,,,,Aaron
HH20220227-1[10_286-10_296].wav,,ŋìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[10_513-10_518].wav,,ŋìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[11_222-11_229].wav,,ìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[11_289-11_299].wav,,ìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[11_315-11_326].wav,,ìɾìcɔ̀cɔ̀,,,,Aaron
HH20220227-1[11_347-11_358].wav,,ìɾìcɔ̀cɔ̀,,,,Aaron
HH20220227-1[11_463-11_479].wav,,̀ɾ̀cɔ̀cɔ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[12_036-12_049].wav,,ìɾìcɔ̀cɔ̀,,,,Aaron
HH20220227-1[12_056-12_072].wav,,̀ɾ̀cɔ̀cɔ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[12_089-12_111].wav,,̀ɾ̀cɔ̀cɔ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[12_179-12_190].wav,,ìɾìcɔ̀cɔ̀,,,,Aaron
HH20220227-1[12_450-12_467].wav,,ŋ̀ɾcɔ̀cɔ̀ ŋ̀cə̀lò,,,,Aaron
HH20220227-1[12_482-12_504].wav,,ŋ̀ɾcɔ̀cɔ̀ ŋ̀cə̀lò,,,,Aaron
HH20220227-1[13_072-13_077].wav,,ŋìɾcɔ̀cɔ̀,,,,Aaron
HH20220227-1[13_425-13_481].wav,,jùpì jûnd̪òt̪ǔ jìcìlàt̪ó kán kálðíɾín ŋà,,,,Aaron
HH20220227-1[14_008-14_061].wav,,jùpì jûnd̪òt̪ǔ jìcìlt̪àt̪ó kán kálðíɾín ŋà,,,,Aaron
HH20220227-1[14_073-14_115].wav,,jùpì júnd̪òt̪ó jìcìlìt̪àt̪ó  jìcìt̪àt̪ó,,,,Aaron
HH20220227-1[14_139-14_205].wav,,jùpì júnd̪òt̪ó jìcìt̪àt̪ó kán kálðíɾín ŋà,,,,Aaron
HH20220227-1[16_495-16_543].wav,,lagabuð nɛ lɔgɔtar nɛ lapalpal,,,,Aaron
HH20220227-1[17_019-17_116].wav,,jùpì jɛ́ŋáǒ jǎjɛ́ làgbúð làgàbúð nɛ̀ lɔ̀gtár,,,,Aaron
HH20220227-1[17_412-17_419].wav,,jupi jɛŋaw,,,,Aaron
HH20220227-1[17_493-17_502].wav,,lagabuð,,,,Aaron
HH20220227-1[17_544-17_577].wav,,lagabuð nɛ lɔgɔtar nɛ lapalpal,,,,Aaron
HH20220227-1[18_106-18_112].wav,,lagabuð,,,,Aaron
HH20220227-1[18_225-18_251].wav,,lagabuð nɛ lɔgɔtar,,,,Aaron
HH20220227-1[19_184-19_201].wav,,lagabuð nɛ,,,,Aaron
HH20220227-1[19_289-19_313].wav,,lagabuð nɛ lɔgɔtar nɛ lapalpal,,,,Aaron
HH20220227-1[19_463-19_477].wav,,t̪ɔ̀ɽá ðìɲó ðílìcò,,,,Aaron
HH20220227-1[19_579-19_588].wav,,ðìɲó ðícìlò,,,,Aaron
HH20220227-1[24_149-24_161].wav,,jupi jɛŋaw,,,,Aaron
HH20220227-1[24_175-24_233].wav,,jupi jɛŋaw jajɛ lagabuð nɛ lɔgɔtar,,,,Aaron
HH20220227-1[24_544-24_569].wav,,lɔ̀ɽàt̪ɔ́ kúkù nànò ùnɛ̀rɛ̀,,,,Aaron
HH20220227-1[25_047-25_070].wav,,lɔ̀ɽàt̪ɔ́ kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[25_124-25_147].wav,,kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[25_170-25_195].wav,,lɔ̀ɽàt̪ɔ́ kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[25_226-25_249].wav,,lɔ̀ɽàt̪ɔ́ kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[25_462-25_489].wav,,lɔ̀ɽàt̪ɔ́ kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[25_497-25_520].wav,,lɔ̀ɽàt̪ɔ́ kúkùŋú nànù ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[26_361-26_367].wav,,kùmbúr,,,,Aaron
HH20220227-1[26_384-26_391].wav,,kúmbùr,,,,Aaron
HH20220227-1[26_392-26_396].wav,,kúmbùr,,,,Aaron
HH20220227-1[26_418-26_424].wav,,kúmbùr,,,,Aaron
HH20220227-1[27_011-27_015].wav,,kúmbùr,,,,Aaron
HH20220227-1[27_053-27_059].wav,,kúmbùr,,,,Aaron
HH20220227-1[27_081-27_086].wav,,kúmù,,,,Aaron
HH20220227-1[27_526-27_546].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[28_006-28_025].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[28_196-28_209].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[28_229-28_241].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[28_289-28_307].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[28_343-28_363].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[29_004-29_011].wav,,kúmbùr,,,,Aaron
HH20220227-1[29_100-29_105].wav,,kúmbùr,,,,Aaron
HH20220227-1[29_298-29_311].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[29_329-29_348].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[30_053-30_063].wav,,lɔ́ɽàt̪ɛ̀ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[30_142-30_160].wav,,lɔ̀ɽɔ̀t̪ɔ́ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[30_222-30_236].wav,,lɔ̀ɽɔ̀t̪ɔ́ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[30_475-30_491].wav,,lɔ̀ɽɔ̀t̪ɔ́ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[30_552-30_566].wav,,lɔ̀ɽɔ̀t̪ɔ́ kúmbùr ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[31_042-31_067].wav,,lɔ́ɽàt̪ɛ̌ kúmbùr ùnɛ̀rɛ̀,,,,Aaron
HH20220227-1[31_547-31_556].wav,,árlát̪ɔ́,,,,Aaron
HH20220227-1[31_583-31_592].wav,,árlát̪ɔ́,,,,Aaron
HH20220227-1[32_149-32_158].wav,,árlát̪ɔ́,,,,Aaron
HH20220227-1[32_199-32_207].wav,,árlát̪ɔ́,,,,Aaron
HH20220227-1[32_301-32_317].wav,,árlát̪ɔ́ cùcù,,,,Aaron
HH20220227-1[32_339-32_352].wav,,árlát̪ɔ́ cùcù,,,,Aaron
HH20220227-1[32_381-32_395].wav,,árlát̪ɔ́ cùcù,,,,Aaron
HH20220227-1[32_457-32_476].wav,,árlát̪ɔ́ t̪ə̀mǎn,,,,Aaron
HH20220227-1[32_527-32_543].wav,,árlát̪ɔ́ cùcú,,,,Aaron
HH20220227-1[32_546-32_557].wav,,árlát̪ɔ́ t̪ə̀màn,,,,Aaron
HH20220227-1[33_235-33_247].wav,,árlát̪ɔ́ t̪ə̀màn,,,,Aaron
HH20220227-1[33_281-33_285].wav,,cùcù,,,,Aaron
HH20220227-1[33_315-33_321].wav,,cùcù,,,,Aaron
HH20220227-1[33_422-33_430].wav,,árlát̪ɔ́,,,,Aaron
HH20220227-1[33_477-33_488].wav,,àrlàt̪â,,,,Aaron
HH20220227-1[33_497-33_513].wav,,àrlàt̪á t̪ə́màn,,,,Aaron
HH20220227-1[33_522-33_534].wav,,àrlàt̪á cúcù,,,,Aaron
HH20220227-1[33_551-33_565].wav,,àrlàt̪â,,,,Aaron
HH20220227-1[34_095-34_111].wav,,àrlàt̪á cúcù,,,,Aaron
HH20220227-1[34_120-34_136].wav,,àrlàt̪á cúcù,,,,Aaron
HH20220227-1[34_150-34_154].wav,,cúcù,,,,Aaron
HH20220227-1[34_304-34_311].wav,,árlɔ́,,,,Aaron
HH20220227-1[34_361-34_367].wav,,árlɔ́,,,,Aaron
HH20220227-1[34_500-34_505].wav,,árlɔ́,,,,Aaron
HH20220227-1[35_164-35_179].wav,,árlɔ́ rùŋɔ̌,,,,Aaron
HH20220227-1[35_187-35_198].wav,,árlɔ́ rùŋɔ̀,,,,Aaron
HH20220227-1[35_215-35_233].wav,,árlɔ́ rùŋɔ̀,,,,Aaron
HH20220227-1[35_489-35_501].wav,,àrlá r̀ŋɔ̀,,,,Aaron
HH20220227-1[35_509-35_523].wav,,àrlá r̀ŋɔ̀,,,,Aaron
HH20220227-1[36_379-36_390].wav,,úɽíðíðí ánó,,,,Aaron
HH20220227-1[37_363-37_389].wav,,úɽíðíðí èdɔ̀ɽɔ̀ ánó,,,,Aaron
HH20220227-1[37_478-37_498].wav,,úɽíðíðí èdɔ̀ɽɔ̀ ánó,,,,Aaron
HH20220227-1[38_019-38_038].wav,,úɽíðíðí èdɔ̀ɽɔ̀ ánó,,,,Aaron
HH20220227-1[38_132-38_145].wav,,èdɛ̀ɽ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[38_243-38_256].wav,,èdɛ̀ɽ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[38_264-38_279].wav,,èdɛ̀ɽ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[38_310-38_323].wav,,èdɛ̀ɽ̀ k̀cə̀lò,,,,Aaron
HH20220227-1[38_494-38_500].wav,,ðə̀dɛ̀ɽ̀,,,,Aaron
HH20220227-1[38_520-38_535].wav,,ðə̀dɛ̀ɽ̀ ð̀cə̀lò,,,,Aaron
HH20220227-1[38_577-38_591].wav,,ðə̀dɛ̀ɽ̀ ð̀cə̀lò,,,,Aaron
HH20220227-1[39_281-39_310].wav,,ùɽð̀ðɔ́ èdɔ̀ɽɔ̀ ánò,,,,Aaron
HH20220227-1[39_323-39_346].wav,,ùɽð̀ðɔ́ èdɔ̀ɽɔ̀ ánò,,,,Aaron
HH20220227-1[39_411-39_430].wav,,ùɽð̀ðɔ́ èdɔ̀ɽɔ̀ ánò,,,,Aaron
HH20220227-1[40_037-40_061].wav,,lɛ̀ùɽð̀ðí édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[40_068-40_105].wav,,lɛ̀ùɽð̀ðí édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[40_140-40_171].wav,,lɛ̀ùɽð̀ðí édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[40_432-40_459].wav,,làúɽð̀ð̀ édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[40_467-40_493].wav,,làúɽð̀ð̀ édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[40_526-40_552].wav,,làúɽð̀ð̀ édɔ̀ɽɔ̀ ánó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[41_138-41_164].wav,,láúɽð̀ðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,,,,Aaron
HH20220227-1[41_189-41_215].wav,,láúɽð̀ðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,,,,Aaron
HH20220227-1[41_259-41_292].wav,,láúɽð̀ðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,,,,Aaron
HH20220227-1[41_354-41_379].wav,,láùɽð̀ðí èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,,,,Aaron
HH20220227-1[41_399-41_424].wav,,láùɽð̀ðí èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,,,,Aaron
HH20220227-1[43_376-43_393].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀ní,,,,Aaron
HH20220227-1[43_414-43_431].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[43_495-43_513].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_057-44_070].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_170-44_189].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_195-44_212].wav,,t̪ə́vɔ́ ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_281-44_297].wav,,t̪ə̀vá ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_316-44_334].wav,,t̪ə̀vá ðár t̪ɔ́wə̀nì,,,,Aaron
HH20220227-1[44_452-44_473].wav,,lə̀t̪ə̀vɔ́ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[44_486-44_506].wav,,lə̀t̪ə̀vɔ́ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_143-45_162].wav,,lə̀t̪ə̀vɔ́ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_171-45_191].wav,,lə̀t̪ə̀vɔ́ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_288-45_307].wav,,là t̪ə́vɛ̀ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_323-45_342].wav,,là t̪ə́vɛ̀ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_466-45_483].wav,,là t̪ə́vɛ̀ ðár ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[45_521-45_533].wav,,là t̪ə́vɛ̀,,,,Aaron
HH20220227-1[46_099-46_116].wav,,lá t̪ə́và ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[46_141-46_158].wav,,lá t̪ə́và ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[46_315-46_333].wav,,lá t̪ə́và ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[46_344-46_360].wav,,lá t̪ə́và ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[46_387-46_404].wav,,lá t̪ə̀vɔ́ ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[46_424-46_442].wav,,lá t̪ə̀vɔ́ ðár nd̪ɔ̀bà,,,,Aaron
HH20220227-1[47_240-47_244].wav,,tóðó,,,,Aaron
HH20220227-1[47_518-47_522].wav,,tóðó,,,,Aaron
HH20220227-1[47_546-47_557].wav,,tóðó ŋúðɛ́r,,,,Aaron
HH20220227-1[48_026-48_036].wav,,ŋúðɛ̀r,,,,Aaron
HH20220227-1[48_040-48_047].wav,,ŋúðɛ̀r,,,,Aaron
HH20220227-1[48_175-48_179].wav,,ŋúðɛ̀r,,,,Aaron
HH20220227-1[48_183-48_187].wav,,ŋúðɛ̀r,,,,Aaron
HH20220227-1[48_211-48_218].wav,,ŋúðɛ̀r,,,,Aaron
HH20220227-1[48_342-48_351].wav,,ŋùðɛ́r ŋ̀c̀lò,,,,Aaron
HH20220227-1[48_358-48_369].wav,,ŋùðɛ́r ŋ̀c̀lò,,,,Aaron
HH20220227-1[48_478-48_492].wav,,ŋùðɛ́r ŋ̀c̀lò,,,,Aaron
HH20220227-1[48_495-48_511].wav,,ŋùðɛ́r ŋ̀c̀lò,,,,Aaron
HH20220227-1[48_524-48_539].wav,,ŋùðɛ́r ŋ̀c̀lò,,,,Aaron
HH20220227-1[49_073-49_078].wav,,tòðá ŋúðɛ̀r,,,,Aaron
HH20220227-1[49_122-49_133].wav,,tòðá ŋúðɛ̀r,,,,Aaron
HH20220227-1[49_142-49_153].wav,,tòðá ŋúðɛ̀r,,,,Aaron
HH20220227-1[49_339-49_343].wav,,tòðà,,,,Aaron
HH20220227-1[50_127-50_150].wav,,lə̀tòðó ŋúðɛ́r ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[50_162-50_184].wav,,lə̀tòðó ŋúðɛ́r ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[50_198-50_212].wav,,lə̀tòðó ŋúðɛ́r ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[50_285-50_303].wav,,lə̀tòðó ŋúðɛ́r ùnɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[50_351-50_358].wav,,lə̀tòðó,,,,Aaron
HH20220227-1[50_437-50_446].wav,,lə̀tòðó,,,,Aaron
HH20220227-1[50_461-50_493].wav,,lə̀tòðó ŋúðɛ́r únɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[51_000-51_021].wav,,làtóð̀ ŋúðɛ́r únɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[51_031-51_049].wav,,làtóð̀ ŋúðɛ́r únɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[51_145-51_160].wav,,làtóð̀ ŋúðɛ́r únɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[51_191-51_207].wav,,làtóð̀ ŋúðɛ́r únɛ̀ɾɛ̀,,,,Aaron
HH20220227-1[51_229-51_237].wav,,làtóð̀,,,,Aaron
HH20220227-1[51_269-51_275].wav,,làtóð̀,,,,Aaron
HH20220227-1[51_352-51_371].wav,,lá tóðà ŋùðɛ́r nd̪ɔ̀bà,,,,Aaron
HH20220227-1[51_384-51_402].wav,,lá tóðà ŋùðɛ́r nd̪ɔ̀bà,,,,Aaron
HH20220227-1[51_485-51_505].wav,,lá tòðó ŋúðɛ́r nd̪ɔ̀bà,,,,Aaron
HH20220227-1[51_518-51_537].wav,,lá tòðó ŋúðɛ́r nd̪ɔ̀bà,,,,Aaron
HH20220227-1[52_018-52_028].wav,,lá tòðó,,,,Aaron
HH20220227-1[52_050-52_057].wav,,lá tòðó,,,,Aaron
HH20220227-1[52_087-52_103].wav,,lá tòðó ŋúðɛ́r nd̪ɔ̀bà,,,,Aaron
HH20220320-1[01_100-01_132].wav,,ɜ́ðɜ́ŋnɔ́ ŋáɾt̪á ŋə́lòɽílò,,,,Aaron
HH20220320-1[01_167-01_205].wav,,ɜ́ðɜ́ŋnɔ́ ŋáɾt̪á ŋə́lòɽílò,,,,Aaron
HH20220320-1[01_294-01_320].wav,,ɜ́ðɜ́ŋnɔ́ ŋáɾt̪á ŋə́lòɽílò,,,,Aaron
HH20220320-1[02_216-02_229].wav,,íjɛ́lɔ̀ɽɔ́ ŋáɾt̪à,,,,Aaron
HH20220320-1[02_248-02_265].wav,,íjɛ́lɔ̀ɽɔ́ ŋáɾt̪à,,,,Aaron
HH20220320-1[02_327-02_341].wav,,íjɛ́lɔ̀ɽɔ́ ŋáɾt̪à,,,,Aaron
HH20220320-1[02_361-02_376].wav,,íjɛ́lɔ̀ɽɔ́ ŋáɾt̪à,,,,Aaron
HH20220320-1[02_385-02_403].wav,,íjɛ́lɔ̀ɽɔ́ ŋáɾt̪à,,,,Aaron
HH20220320-1[03_391-03_415].wav,,ɜ̀ðɜ̀ŋnɔ́ ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[03_428-03_441].wav,,ɜ̀ðɜ̀ŋnɔ́,,,,Aaron
HH20220320-1[03_533-03_552].wav,,ɜ̀ðɜ̀ŋnɔ́ ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[04_076-04_102].wav,,ɜ̀ðɜ̀ŋnɔ́ ánó ŋáɾt̪á ŋilɔɽilo,,,,Aaron
HH20220320-1[06_479-06_508].wav,,lɜ̀ðɜ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[06_524-06_557].wav,,lɜ̀ðɜ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[07_026-07_078].wav,,lɜ̀ðɜ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[07_132-07_173].wav,,lɜ̀ðɜ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[07_380-07_413].wav,,láðɜ́ŋnɛ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[07_452-07_482].wav,,láðɜ́ŋnɛ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[08_188-08_205].wav,,láðɜ́ŋnɛ̀ ánó,,,,Aaron
HH20220320-1[08_210-08_236].wav,,láðɜ́ŋnɛ̀ ánóŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_186-09_207].wav,,láðɜ́ŋnɛ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_279-09_315].wav,,láðɔ́ŋnɔ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_320-09_351].wav,,láðɔ́ŋnɔ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_417-09_447].wav,,láðɔ́ŋnɔ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_536-09_564].wav,,láðɔ́ŋnɔ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[09_570-10_015].wav,,láðɔ́ŋnɔ̀ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[10_055-10_090].wav,,lâðɔ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[10_099-10_129].wav,,lâðɔ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[10_196-10_226].wav,,lâðɔ̀ŋnɔ́ ánó ŋáɾt̪á ŋə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[11_431-11_459].wav,,búrŋánó ŋárt̪á nə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[11_473-11_493].wav,,búrŋánó ŋárt̪á nə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[11_553-11_579].wav,,búrŋánó ŋárt̪á nə́lɔ̀ɽílò,,,,Aaron
HH20220320-1[12_135-12_173].wav,,búrŋánó ðìɲú ðə́lɔ̀ɽíŋì,,,,Aaron
HH20220320-1[12_219-12_241].wav,,búrŋánó ðìɲú ðə́lɔ̀ɽíŋì,,,,Aaron
HH20220320-1[13_155-13_168].wav,,ílɔ̀ɽɔ́ ðìɲú,,,,Aaron
HH20220320-1[13_289-13_310].wav,,ílɔ̀ɽɔ́ ðìɲú unɛrɛ,,,,Aaron
HH20220320-1[14_009-14_028].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɛ̀ló,,,,Aaron
HH20220320-1[14_204-14_225].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɛ̀ló,,,,Aaron
HH20220320-1[14_245-14_262].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɛ̀ló,,,,Aaron
HH20220320-1[14_339-14_364].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɔ́,,,,Aaron
HH20220320-1[15_185-15_201].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɛ̀ló,,,,Aaron
HH20220320-1[15_215-15_229].wav,,ílɔ̀ɽɔ́ ðíɲú ðícɛ̀ló,,,,Aaron
HH20220320-1[16_001-16_021].wav,,ðíɲé ðílòɽíŋí ðìcɛ̀lò,,,,Aaron
HH20220320-1[16_174-16_215].wav,,búrŋánó ðìɲú ðə́lɔ̀ɽíŋí,,,,Aaron
HH20220320-1[16_237-16_254].wav,,búrŋánó ðìɲú ðə́lɔ̀ɽíŋí,,,,Aaron
HH20220320-1[16_377-16_396].wav,,bùrŋánó ðìɲú ðə́lɔ̀ɽíŋì,,,,Aaron
HH20220320-1[17_137-17_159].wav,,bùrŋánó ðìɲú ðə́lɔ̀ɽíŋì,,,,Aaron
